N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
1165.0,삼성 미국 대형 성장주 ETN,21510.0,0.0,0.00%,0.0,,,
1166.0,대유에이텍,366.0,11.0,+3.10%,500.0,14040.0,13752.0,-320.0
1167.0,TIGER 유로스탁스50(합성 H),15170.0,220.0,+1.47%,0.0,,,
1168.0,신한 레버리지 S&P500 선물 ETN,21225.0,315.0,+1.51%,0.0,,,
1169.0,TIGER 글로벌BBIG액티브,11640.0,55.0,+0.47%,0.0,,,
1170.0,TIGER 레버리지,16920.0,445.0,+2.70%,0.0,,,
1171.0,KOSEF 통안채1년,103850.0,10.0,+0.01%,0.0,,,
1172.0,SK디스커버리우,30500.0,200.0,+0.66%,5000.0,,,
1173.0,TIGER 차이나전기차레버리지(합성),6450.0,85.0,-1.30%,0.0,,,
1174.0,TIGER 200 헬스케어,16910.0,20.0,+0.12%,0.0,,,
1175.0,KBSTAR 2차전지TOP10인버스(합성),20535.0,305.0,-1.46%,0.0,,,
1176.0,TIGER 인버스,4990.0,75.0,-1.48%,0.0,,,
1177.0,WISCOM,2665.0,20.0,+0.76%,500.0,1257.0,1285.0,7.0
1178.0,대신 인버스 2X 알루미늄 선물 ETN(H),40740.0,510.0,-1.24%,0.0,,,
1179.0,호텔신라우,54100.0,300.0,+0.56%,5000.0,,,
1180.0,유화증권우,2325.0,20.0,+0.87%,1000.0,,,
1181.0,KODEX 코스피TR,12630.0,185.0,+1.49%,0.0,,,
1182.0,비비안,1350.0,0.0,0.00%,500.0,2131.0,2011.0,57.0
1183.0,전방,23700.0,250.0,+1.07%,5000.0,1249.0,3048.0,-350.0
1184.0,TRUE 코스피 양매도 3% OTM ETN,7955.0,0.0,0.00%,0.0,,,
1185.0,KODEX 미국달러선물인버스,8555.0,5.0,+0.06%,0.0,,,
1186.0,우진아이엔에스,5190.0,10.0,-0.19%,500.0,840.0,1116.0,-56.0
1187.0,KODEX 차이나H,15765.0,100.0,+0.64%,0.0,,,
1188.0,세우글로벌,1361.0,18.0,+1.34%,500.0,281.0,499.0,16.0
1189.0,동일제강,1913.0,15.0,+0.79%,500.0,1968.0,1797.0,25.0
1190.0,태원물산,5100.0,50.0,+0.99%,500.0,110.0,349.0,-5.0
1191.0,SOL 200 Top10,8805.0,140.0,+1.62%,0.0,,,
1192.0,동양고속,13380.0,50.0,-0.37%,5000.0,1044.0,1655.0,-112.0
1193.0,세기상사,6950.0,320.0,+4.83%,500.0,337.0,516.0,-8.0
1194.0,KODEX 미국배당프리미엄액티브,10155.0,100.0,+0.99%,0.0,,,
1195.0,WOORI 단기국공채액티브,50580.0,5.0,+0.01%,0.0,,,
1196.0,동원수산,8240.0,80.0,+0.98%,5000.0,1770.0,1218.0,58.0
1197.0,부산주공,486.0,0.0,0.00%,500.0,2305.0,2326.0,-65.0
1198.0,DL이앤씨우,17970.0,30.0,+0.17%,5000.0,,,
1199.0,하나 레버리지 코스닥150 선물 ETN,37965.0,0.0,0.00%,0.0,,,
1200.0,TRUE 레버리지 코스닥 150 선물 ETN,37880.0,165.0,-0.43%,0.0,,,
1201.0,대신 레버리지 코스닥 150 선물 ETN,37810.0,35.0,-0.09%,0.0,,,
1202.0,TIGER 미국나스닥바이오,20085.0,40.0,+0.20%,0.0,,,
1203.0,삼성 레버리지 코스닥150 선물 ETN,37705.0,330.0,-0.87%,0.0,,,
1204.0,KODEX 철강,10355.0,385.0,+3.86%,0.0,,,
1205.0,KODEX 인도Nifty50레버리지(합성),12525.0,5.0,+0.04%,0.0,,,
1206.0,신한 레버리지 금 선물 ETN,18620.0,215.0,+1.17%,0.0,,,
1207.0,에넥스,620.0,0.0,0.00%,500.0,2060.0,1281.0,-235.0
1208.0,삼성 미국 대형 성장주 ETN(H),18590.0,0.0,0.00%,0.0,,,
1209.0,QV S&P500 버퍼10% 9월 ETN,12365.0,0.0,0.00%,0.0,,,
1210.0,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,12355.0,50.0,+0.41%,0.0,,,
1211.0,미래아이앤지,1329.0,8.0,+0.61%,500.0,128.0,975.0,31.0
1212.0,ARIRANG ESG가치주액티브,8230.0,105.0,+1.29%,0.0,,,
1213.0,하나 레버리지 콩 선물 ETN(H),36950.0,805.0,+2.23%,0.0,,,
1214.0,KODEX Fn시스템반도체,9005.0,105.0,+1.18%,0.0,,,
1215.0,TRUE 인버스 2X 나스닥 100 ETN,1230.0,20.0,-1.60%,0.0,,,
1216.0,삼성 미국 대형 가치주 ETN,18360.0,0.0,0.00%,0.0,,,
1217.0,TIGER 미국나스닥100레버리지(합성),12880.0,130.0,+1.02%,0.0,,,
1218.0,HANARO 200선물레버리지,19250.0,580.0,+3.11%,0.0,,,
1219.0,ARIRANG 단기채권액티브,109665.0,5.0,0.00%,0.0,,,
1220.0,주연테크,615.0,2.0,+0.33%,200.0,667.0,532.0,-63.0
1221.0,KBSTAR 중국본토CSI300,9265.0,15.0,+0.16%,0.0,,,
1222.0,DL우,21400.0,400.0,+1.90%,5000.0,,,
1223.0,성문전자,1605.0,36.0,+2.29%,500.0,500.0,572.0,25.0
1224.0,TRUE 블룸버그 레버리지 WTI원유 선물 ETN,17800.0,700.0,+4.09%,0.0,,,
1225.0,ACE 200TR,22080.0,325.0,+1.49%,0.0,,,
1226.0,KODEX KRX기후변화솔루션,12610.0,195.0,+1.57%,0.0,,,
1227.0,신풍,1008.0,0.0,0.00%,500.0,188.0,1124.0,-42.0
1228.0,삼성 레버리지 은 선물 ETN(H),11695.0,510.0,+4.56%,0.0,,,
1229.0,윌비스,521.0,18.0,-3.34%,1000.0,2549.0,2704.0,2.0
1230.0,QV 코스피 200 ETN,34955.0,370.0,+1.07%,0.0,,,
1231.0,경인전자,22250.0,350.0,-1.55%,5000.0,201.0,684.0,1.0
1232.0,TIGER KEDI혁신기업ESG30,10420.0,60.0,+0.58%,0.0,,,
1233.0,이스타코,814.0,8.0,-0.97%,500.0,76.0,798.0,-32.0
1234.0,KB 천연가스 선물 ETN(H),6975.0,20.0,-0.29%,0.0,,,
1235.0,ACE 엔비디아채권혼합블룸버그,14520.0,0.0,0.00%,0.0,,,
1236.0,ACE 중장기국공채액티브,97930.0,10.0,-0.01%,0.0,,,
1237.0,신한 구리 선물 ETN(H),17130.0,190.0,+1.12%,0.0,,,
1238.0,신한 레버리지 다우존스지수 선물 ETN(H),34125.0,640.0,+1.91%,0.0,,,
1239.0,KOSEF 릭소글로벌퓨처모빌리티MSCI,10340.0,150.0,+1.47%,0.0,,,
1240.0,KODEX 미국채10년선물,10940.0,25.0,-0.23%,0.0,,,
1241.0,유안타증권우,2620.0,0.0,0.00%,5000.0,,,
1242.0,KOSEF 미국달러선물,14570.0,25.0,+0.17%,0.0,,,
1243.0,모두투어리츠,4310.0,30.0,+0.70%,5000.0,53.0,1033.0,25.0
1244.0,한국ANKOR유전,481.0,2.0,-0.41%,0.0,,,
1245.0,카프로,840.0,20.0,-2.33%,500.0,4272.0,3022.0,-1223.0
1246.0,KODEX IT,18505.0,210.0,+1.15%,0.0,,,
1247.0,대신343 K200,34790.0,425.0,+1.24%,0.0,,,
1248.0,SUN&L,2620.0,20.0,+0.77%,1000.0,5067.0,5244.0,-177.0
1249.0,미래에셋 원유선물혼합 ETN(H),32840.0,730.0,+2.27%,0.0,,,
1250.0,대교우B,1681.0,7.0,-0.41%,500.0,,,
1251.0,TIMEFOLIO K바이오액티브,10475.0,255.0,-2.38%,0.0,,,
1252.0,금호전기,884.0,26.0,+3.03%,500.0,460.0,618.0,-118.0
1253.0,ACE 미국30년국채선물레버리지(합성 H),7050.0,130.0,-1.81%,0.0,,,
1254.0,한성기업,5180.0,60.0,+1.17%,5000.0,2922.0,2349.0,71.0
1255.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,12815.0,555.0,-4.15%,0.0,,,
1256.0,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,32025.0,375.0,+1.18%,0.0,,,
1257.0,TRUE 인버스 0.5X S&P500 VIX S/T 선물 ETN,31955.0,415.0,+1.32%,0.0,,,
1258.0,TIGER 퓨처모빌리티액티브,9920.0,225.0,+2.32%,0.0,,,
1259.0,삼성 레버리지 China A50 선물 ETN(H),31880.0,400.0,-1.24%,0.0,,,
1260.0,삼성 미국 대형 가치주 ETN(H),15905.0,0.0,0.00%,0.0,,,
1261.0,한창,341.0,6.0,-1.73%,500.0,893.0,1135.0,98.0
1262.0,KODEX 200ESG,12640.0,150.0,+1.20%,0.0,,,
1263.0,TIGER 골드선물(H),13165.0,90.0,+0.69%,0.0,,,
1264.0,TIGER S&P글로벌헬스케어(합성),20460.0,55.0,-0.27%,0.0,,,
1265.0,한국주강,2765.0,0.0,0.00%,500.0,544.0,480.0,-5.0
1266.0,WOORI 대한민국국고채액티브,50235.0,35.0,-0.07%,0.0,,,
1267.0,TIGER 인도니프티50레버리지(합성),30520.0,355.0,-1.15%,0.0,,,
1268.0,신한 콩 선물 ETN(H),15385.0,290.0,+1.92%,0.0,,,
1269.0,신한 브렌트원유 선물 ETN(H),15315.0,355.0,+2.37%,0.0,,,
1270.0,KODEX 미국달러선물레버리지,12950.0,15.0,+0.12%,0.0,,,
1271.0,두산퓨얼셀2우B,10230.0,150.0,-1.45%,100.0,,,
1272.0,삼성 China A50 선물 ETN(H),15205.0,175.0,-1.14%,0.0,,,
1273.0,TIGER 200IT레버리지,39225.0,700.0,+1.82%,0.0,,,
1274.0,메리츠 KAP 통안채 6개월 ETN,50540.0,0.0,0.00%,0.0,,,
1275.0,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),30315.0,0.0,0.00%,0.0,,,
1276.0,하나 Solactive US Tech Top 10 ETN(H),15135.0,0.0,0.00%,0.0,,,
1277.0,KODEX 미국S&P500경기소비재,12575.0,230.0,+1.86%,0.0,,,
1278.0,삼성 인버스 2X 나스닥 100 ETN(H),4310.0,50.0,-1.15%,0.0,,,
1279.0,KODEX 삼성전자채권혼합Wise,10750.0,35.0,+0.33%,0.0,,,
1280.0,삼성 레버리지 금 선물 ETN(H),30025.0,275.0,+0.92%,0.0,,,
1281.0,BYC우,139200.0,800.0,-0.57%,5000.0,,,
1282.0,미래에셋 인버스 2X 원유선물혼합 ETN(H),11990.0,485.0,-3.89%,0.0,,,
1283.0,ARIRANG 미국장기우량회사채,84120.0,300.0,-0.36%,0.0,,,
1284.0,KBSTAR 게임테마,8680.0,75.0,+0.87%,0.0,,,
1285.0,제이준코스메틱,6670.0,180.0,-2.63%,500.0,62.0,484.0,-107.0
1286.0,KODEX 미국S&P500에너지(합성),14350.0,165.0,+1.16%,0.0,,,
1287.0,KODEX 차이나심천ChiNext(합성),8590.0,35.0,-0.41%,0.0,,,
1288.0,TIGER 미국S&P500배당귀족,10610.0,125.0,+1.19%,0.0,,,
1289.0,한솔PNS,1443.0,23.0,+1.62%,500.0,3142.0,1349.0,27.0
1290.0,TIGER 삼성그룹펀더멘털,11710.0,185.0,+1.61%,0.0,,,
1291.0,참엔지니어링,493.0,2.0,+0.41%,500.0,1706.0,7397.0,13.0
1292.0,KODEX K-미래차액티브,9790.0,180.0,+1.87%,0.0,,,
1293.0,메리츠 레버리지 미국채30년 ETN(H),5735.0,115.0,-1.97%,0.0,,,
1294.0,대한항공우,25800.0,100.0,-0.39%,5000.0,,,
1295.0,삼성 KRX 금현물 ETN,14270.0,25.0,+0.18%,0.0,,,
1296.0,신한 금 선물 ETN(H),14265.0,50.0,+0.35%,0.0,,,
1297.0,SHD,23450.0,250.0,+1.08%,5000.0,1253.0,883.0,142.0
1298.0,TIGER 원유선물Enhanced(H),5030.0,110.0,+2.24%,0.0,,,
1299.0,신한 레버리지 미국달러 선물 ETN,14085.0,50.0,+0.36%,0.0,,,
1300.0,롯데지주우,34950.0,0.0,0.00%,200.0,,,
1301.0,진도,2255.0,55.0,+2.50%,500.0,634.0,1292.0,61.0
1302.0,TIGER 코스피고배당,13725.0,240.0,+1.78%,0.0,,,
1303.0,삼성 레버리지 코스피200 선물 ETN,27995.0,750.0,+2.75%,0.0,,,
1304.0,ACE 미국친환경그린테마INDXX,10335.0,240.0,+2.38%,0.0,,,
1305.0,KODEX 33-06 국고채액티브,9790.0,10.0,-0.10%,0.0,,,
1306.0,KODEX 탄소효율그린뉴딜,8700.0,120.0,+1.40%,0.0,,,
1307.0,TIGER 코스닥150선물인버스,3805.0,30.0,-0.78%,0.0,,,
1308.0,KODEX 건설,3595.0,50.0,+1.41%,0.0,,,
1309.0,ACE 일본Nikkei225(H),22935.0,240.0,+1.06%,0.0,,,
1310.0,KBSTAR 내수주플러스,7900.0,40.0,+0.51%,0.0,,,
1311.0,신한 레버리지 코스피 200 선물 ETN,27375.0,675.0,+2.53%,0.0,,,
1312.0,미래에셋 인버스 2X 코스피200 선물 ETN,13645.0,385.0,-2.74%,0.0,,,
1313.0,KODEX 차이나A50,18065.0,125.0,+0.70%,0.0,,,
1314.0,KODEX 고배당,9030.0,80.0,+0.89%,0.0,,,
1315.0,TIGER 리츠부동산인프라채권TR KIS,4665.0,15.0,+0.32%,0.0,,,
1316.0,녹십자홀딩스2우,31850.0,50.0,+0.16%,500.0,,,
1317.0,TIGER 200TR,19220.0,260.0,+1.37%,0.0,,,
1318.0,KBSTAR 국고채3년,107030.0,50.0,-0.05%,0.0,,,
1319.0,TIGER 미국나스닥100TR채권혼합Fn,11150.0,35.0,+0.31%,0.0,,,
1320.0,미래에셋 중국 심천 100 ETN,13375.0,50.0,-0.37%,0.0,,,
1321.0,KBSTAR 배터리 리사이클링iSelect,14685.0,295.0,+2.05%,0.0,,,
1322.0,ARIRANG 미국단기우량회사채,111000.0,325.0,+0.29%,0.0,,,
1323.0,SOL 코스닥150,13730.0,10.0,+0.07%,0.0,,,
1324.0,SOL KIS단기통안채,104595.0,10.0,-0.01%,0.0,,,
1325.0,ARIRANG 미국나스닥테크,26115.0,130.0,+0.50%,0.0,,,
1326.0,TIGER 글로벌멀티에셋TIF액티브,9660.0,25.0,+0.26%,0.0,,,
1327.0,KODEX KRX300,16295.0,215.0,+1.34%,0.0,,,
1328.0,SOL 글로벌탄소배출권선물IHS(합성),12975.0,80.0,-0.61%,0.0,,,
1329.0,ACE 2차전지&친환경차액티브,13655.0,285.0,+2.13%,0.0,,,
1330.0,KOSEF 국고채3년,107555.0,60.0,-0.06%,0.0,,,
1331.0,KODEX 유럽명품TOP10 STOXX,8575.0,85.0,+1.00%,0.0,,,
1332.0,QV 블룸버그 -2X 천연가스 선물 ETN(H),51430.0,875.0,+1.73%,0.0,,,
1333.0,TRUE 블룸버그 인버스 2X WTI원유 선물 ETN,12850.0,525.0,-3.93%,0.0,,,
1334.0,세방우,6940.0,110.0,+1.61%,500.0,,,
1335.0,KODEX 글로벌로봇(합성),16300.0,135.0,+0.84%,0.0,,,
1336.0,KBSTAR 글로벌4차산업IT(합성 H),22045.0,135.0,+0.62%,0.0,,,
1337.0,ACE ESG액티브,7865.0,110.0,+1.42%,0.0,,,
1338.0,KODEX S&P글로벌인프라(합성),13920.0,40.0,+0.29%,0.0,,,
1339.0,KODEX 미디어&엔터테인먼트,12450.0,10.0,+0.08%,0.0,,,
1340.0,SOL 미국S&P500ESG,11840.0,85.0,+0.72%,0.0,,,
1341.0,신한 은 선물 ETN(H),12345.0,170.0,+1.40%,0.0,,,
1342.0,TIGER KRX2차전지K-뉴딜레버리지,8950.0,225.0,+2.58%,0.0,,,
1343.0,KBSTAR 2차전지TOP10,18875.0,255.0,+1.37%,0.0,,,
1344.0,메리츠 미국채10년 ETN(H),8165.0,30.0,-0.37%,0.0,,,
1345.0,QV 블룸버그 2X 천연가스 선물 ETN(H),1215.0,5.0,-0.41%,0.0,,,
1346.0,ACE 국고채3년,101135.0,50.0,-0.05%,0.0,,,
1347.0,TIGER KRX기후변화솔루션,12730.0,200.0,+1.60%,0.0,,,
1348.0,미래에셋 -2X 미국채울트라30년 선물 ETN,11930.0,0.0,0.00%,0.0,,,
1349.0,KBSTAR 200선물인버스2X,2455.0,70.0,-2.77%,0.0,,,
1350.0,TIGER 구리실물,9995.0,30.0,+0.30%,0.0,,,
1351.0,대신 인버스 2X 코스닥 150 선물 ETN,7805.0,10.0,+0.13%,0.0
1352.0,KB 인버스 2X KOSDAQ 150 선물 ETN,7795.0,15.0,-0.19%,0.0
1353.0,KODEX TRF5050,12925.0,85.0,+0.66%,0.0
1354.0,TIGER 차이나클린에너지SOLACTIVE,6120.0,20.0,-0.33%,0.0
1355.0,메리츠 레버리지 인플레이션 국채 ETN,11575.0,10.0,+0.09%,0.0
1356.0,대신 S&P 2X 천연가스 선물 ETN B,23115.0,440.0,-1.87%,0.0
1357.0,KODEX TRF7030,14425.0,160.0,+1.12%,0.0
1358.0,SOL 미국TOP5채권혼합40 Solactive,11515.0,20.0,+0.17%,0.0
1359.0,KBSTAR 중장기국공채액티브,100535.0,70.0,-0.07%,0.0
1360.0,TIGER 미국배당+3%프리미엄다우존스,10440.0,95.0,+0.92%,0.0
1361.0,TRUE 레버리지 금 선물 ETN,22945.0,225.0,+0.99%,0.0
1362.0,TRUE 인버스 2X 구리 선물 ETN,22880.0,585.0,-2.49%,0.0
1363.0,TIGER Fn신재생에너지,9530.0,95.0,+1.01%,0.0
1364.0,대신 레버리지 KRX 금현물 ETN,22695.0,0.0,0.00%,0.0
1365.0,ACE 코스닥150,14015.0,0.0,0.00%,0.0
1366.0,대덕전자1우,10700.0,0.0,0.00%,500.0
1367.0,TIGER 코스닥150바이오테크,7905.0,10.0,-0.13%,0.0
1368.0,신한 인버스 코스피 200 선물 ETN,11100.0,100.0,-0.89%,0.0
1369.0,메리츠 인플레이션 국채 ETN,11065.0,0.0,0.00%,0.0
1370.0,미래에셋 인버스 코스피200 선물 ETN,11025.0,280.0,-2.48%,0.0
1371.0,KODEX 미국러셀2000(H),11745.0,155.0,+1.34%,0.0
1372.0,KODEX 배당성장채권혼합,12025.0,60.0,+0.50%,0.0
1373.0,신한 다우존스지수 선물 ETN(H),21530.0,240.0,+1.13%,0.0
1374.0,삼성 레버리지 S&P500 선물 ETN,21445.0,330.0,+1.56%,0.0
1375.0,TRUE 인버스 2X 금 선물 ETN,21415.0,0.0,0.00%,0.0
1376.0,KODEX 코스피대형주,12530.0,185.0,+1.50%,0.0
1377.0,KBSTAR 국채선물5년추종인버스,55975.0,30.0,-0.05%,0.0
1378.0,KODEX TDF2050액티브,11410.0,110.0,+0.97%,0.0
1379.0,KODEX 차이나과창판STAR50(합성),6595.0,5.0,+0.08%,0.0
1380.0,메리츠 인버스 천연가스 선물 ETN(H),20980.0,360.0,+1.75%,0.0
1381.0,미래에셋 레버리지 옥수수 선물 ETN,20870.0,75.0,+0.36%,0.0
1382.0,KBSTAR 국고채3년선물인버스,108000.0,0.0,0.00%,0.0
1383.0,미래에셋 인버스 천연가스 선물 ETN(H),20760.0,85.0,+0.41%,0.0
1384.0,KBSTAR 200선물레버리지,15960.0,480.0,+3.10%,0.0
1385.0,LX하우시스우,20050.0,0.0,0.00%,5000.0
1386.0,FOCUS AI코리아액티브,12170.0,170.0,+1.42%,0.0
1387.0,QV 미국 IT TOP5 ETN(H),29485.0,65.0,+0.22%,0.0
1388.0,KODEX 게임산업,6405.0,65.0,+1.03%,0.0
1389.0,QV 인버스 레버리지 구리 선물 ETN(H),20465.0,0.0,0.00%,0.0
1390.0,메리츠 인버스 2X 구리 선물 ETN(H),20435.0,100.0,-0.49%,0.0
1391.0,KBSTAR 미국S&P원유생산기업(합성 H),7030.0,80.0,+1.15%,0.0
1392.0,미래에셋 코스닥150 선물 ETN,10175.0,110.0,+1.09%,0.0
1393.0,하나 인버스 2X 구리 선물 ETN(H),20340.0,0.0,0.00%,0.0
1394.0,TIGER MKF배당귀족,11955.0,195.0,+1.66%,0.0
1395.0,TIGER 차이나항셍테크레버리지(합성 H),7355.0,115.0,+1.59%,0.0
1396.0,메리츠 인버스 국채3년 ETN,10115.0,0.0,0.00%,0.0
1397.0,메리츠 KIS 통안채 1년 ETN,50500.0,0.0,0.00%,0.0
1398.0,한화투자증권우,4200.0,20.0,+0.48%,5000.0
1399.0,HANARO Fn전기&수소차,9155.0,130.0,+1.44%,0.0
1400.0,신한 K200 USD 선물 바이셀 ETN,10045.0,175.0,+1.77%,0.0
1401.0,키움 인버스 미국달러선물 ETN,10040.0,0.0,0.00%,0.0,,,
1402.0,신한 옥수수 선물 ETN(H),10040.0,30.0,+0.30%,0.0,,,
1403.0,KODEX 코스피100,26710.0,360.0,+1.37%,0.0,,,
1404.0,메리츠 레버리지 대표 농산물 선물 ETN(H),19930.0,205.0,+1.04%,0.0,,,
1405.0,삼성 인버스 2X S&P500 선물 ETN,19890.0,275.0,-1.36%,0.0,,,
1406.0,태양금속우,5980.0,390.0,-6.12%,500.0,,,
1407.0,TIGER 미국달러선물인버스2X,6565.0,5.0,-0.08%,0.0,,,
1408.0,메리츠 레버리지 금 선물 ETN(H),19675.0,185.0,+0.95%,0.0,,,
1409.0,QV iSelect 글로벌 EMP ETN(H),9830.0,0.0,0.00%,0.0,,,
1410.0,QV 레버리지 금 선물 ETN(H),19615.0,0.0,0.00%,0.0,,,
1411.0,TIGER KRX게임K-뉴딜,4780.0,75.0,+1.59%,0.0,,,
1412.0,신한 인버스 2X 다우존스지수 선물 ETN(H),1955.0,40.0,-2.01%,0.0,,,
1413.0,대한제당우,3010.0,160.0,+5.61%,500.0,,,
1414.0,SOL 자동차소부장Fn,10265.0,110.0,+1.08%,0.0,,,
1415.0,HANARO 코스닥150,13915.0,60.0,-0.43%,0.0,,,
1416.0,SOL 국고채3년,102865.0,10.0,-0.01%,0.0,,,
1417.0,KBSTAR 미국S&P500(H),11425.0,70.0,+0.62%,0.0,,,
1418.0,넥센타이어1우B,2985.0,5.0,+0.17%,500.0,,,
1419.0,신한 코스닥 150 ETN,9680.0,210.0,+2.22%,0.0,,,
1420.0,코리아써우,6530.0,10.0,+0.15%,500.0,,,
1421.0,메리츠 레버리지 국채30년 ETN,4820.0,45.0,-0.92%,0.0,,,
1422.0,비케이탑스,904.0,0.0,0.00%,500.0,319.0,975.0,-96.0
1423.0,하나 블룸버그 2X 천연가스 선물 ETN(H) B,19150.0,225.0,-1.16%,0.0,,,
1424.0,미래에셋 인버스 2X 은 선물 ETN,19125.0,0.0,0.00%,0.0,,,
1425.0,메리츠 블룸버그 2X 천연가스선물 ETN(H) B,19110.0,305.0,-1.57%,0.0,,,
1426.0,TIGER 200 건설,3215.0,45.0,+1.42%,0.0,,,
1427.0,대상우,13900.0,160.0,+1.16%,1000.0,,,
1428.0,KODEX 3대농산물선물(H),11065.0,60.0,+0.55%,0.0,,,
1429.0,메리츠 국채10년 ETN,9450.0,0.0,0.00%,0.0,,,
1430.0,KB 레버리지 KOSDAQ 150 선물 ETN,37795.0,20.0,+0.05%,0.0,,,
1431.0,메리츠 인버스 2X 금 선물 ETN(H),18845.0,145.0,-0.76%,0.0,,,
1432.0,TRUE 인버스 2X 은 선물 ETN,18780.0,655.0,-3.37%,0.0,,,
1433.0,ACE 아시아TOP50S&P,12500.0,275.0,+2.25%,0.0,,,
1434.0,코아스,602.0,19.0,+3.26%,500.0,979.0,762.0,-7.0
1435.0,대신 철광석 선물 ETN(H) B,18575.0,385.0,+2.12%,0.0,,,
1436.0,하나 레버리지 옥수수 선물 ETN(H),18495.0,135.0,+0.74%,0.0,,,
1437.0,TIGER 200커버드콜ATM,8795.0,70.0,+0.80%,0.0,,,
1438.0,TIGER 원유선물인버스(H),2705.0,50.0,-1.81%,0.0,,,
1439.0,QV 인버스 레버리지 금 선물 ETN(H),18345.0,175.0,-0.94%,0.0,,,
1440.0,코오롱모빌리티그룹우,7430.0,50.0,+0.68%,500.0,,,
1441.0,TIGER 글로벌AI&로보틱스 INDXX,9860.0,0.0,0.00%,0.0,,,
1442.0,신한 FnGuide 치킨 ETN,9085.0,80.0,+0.89%,0.0,,,
1443.0,KBSTAR 차이나HSCEI(H),7520.0,50.0,+0.67%,0.0,,,
1444.0,TRUE 인버스 2X 플래티넘 선물 ETN,18030.0,635.0,-3.40%,0.0,,,
1445.0,ARIRANG 코스피50,23955.0,395.0,+1.68%,0.0,,,
1446.0,미래에셋 코스피200 선물 ETN,8915.0,230.0,+2.65%,0.0,,,
1447.0,하나 S&P 레버리지 WTI원유 선물 ETN,17830.0,795.0,+4.67%,0.0,,,
1448.0,QV 블룸버그 2X WTI원유선물 ETN,17810.0,750.0,+4.40%,0.0,,,
1449.0,TRUE 인버스 2X 베트남 VN30 선물 ETN(H),17800.0,80.0,+0.45%,0.0,,,
1450.0,신한 블룸버그 레버리지 WTI원유 선물 ETN,17760.0,710.0,+4.16%,0.0,,,
1451.0,ACE 러시아MSCI(합성),9590.0,0.0,0.00%,0.0,,,
1452.0,TIGER 스페이스테크iSelect,11320.0,110.0,-0.96%,0.0,,,
1453.0,에셋플러스 코리아플랫폼액티브,7305.0,60.0,+0.83%,0.0,,,
1454.0,미래에셋 천연가스 선물 ETN(H),2915.0,25.0,-0.85%,0.0,,,
1455.0,신한 코스피 200 ETN,8730.0,140.0,+1.63%,0.0,,,
1456.0,메리츠 인버스 2X 국채30년 ETN,17385.0,15.0,+0.09%,0.0,,,
1457.0,솔루스첨단소재2우B,9180.0,90.0,+0.99%,100.0,,,
1458.0,메리츠 미국 인플레이션 국채 ETN(H),8665.0,20.0,-0.23%,0.0,,,
1459.0,TRUE 인버스 2X 유로스탁스50 ETN(H) B,17310.0,655.0,-3.65%,0.0,,,
1460.0,KODEX 배당성장,13840.0,200.0,+1.47%,0.0,,,
1461.0,KB CSI 300 ETN,8625.0,50.0,-0.58%,0.0,,,
1462.0,마이티 다이나믹퀀트액티브,11925.0,115.0,+0.97%,0.0,,,
1463.0,TIGER 차이나반도체FACTSET,5715.0,70.0,+1.24%,0.0,,,
1464.0,TIGER 배당성장,17290.0,330.0,+1.95%,0.0,,,
1465.0,미래에셋 인버스 코스닥150 선물 ETN,8535.0,25.0,-0.29%,0.0,,,
1466.0,하이트진로2우B,15090.0,70.0,+0.47%,5000.0,,,
1467.0,신한 레버리지 구리 선물 ETN,17025.0,230.0,+1.37%,0.0,,,
1468.0,KB CSI 500 ETN,8505.0,0.0,0.00%,0.0,,,
1469.0,신한 인버스 코스닥 150 선물 ETN,8495.0,125.0,-1.45%,0.0,,,
1470.0,ACE 일본TOPIX레버리지(H),33365.0,545.0,+1.66%,0.0,,,
1471.0,메리츠 인버스 2X 은 선물 ETN(H),16630.0,450.0,-2.63%,0.0,,,
1472.0,메리츠 블룸버그 레버리지 WTI선물 ETN(H),16605.0,665.0,+4.17%,0.0,,,
1473.0,미래에셋 2X 미국채울트라30년 선물 ETN,8295.0,165.0,-1.95%,0.0,,,
1474.0,KB S&P 레버리지 WTI원유 선물 ETN(H),16585.0,645.0,+4.05%,0.0,,,
1475.0,QV 인버스 미국 IT TOP5 ETN(H),8290.0,35.0,-0.42%,0.0,,,
1476.0,QV S&P500 VIX S/T 선물 ETN D,8280.0,210.0,-2.47%,0.0,,,
1477.0,FOCUS KRX300,16505.0,180.0,+1.10%,0.0,,,
1478.0,QV 인버스 레버리지 은 선물 ETN(H),16485.0,550.0,-3.23%,0.0,,,
1479.0,TIGER 탄소효율그린뉴딜,8635.0,95.0,+1.11%,0.0,,,
1480.0,TRUE 레버리지 플래티넘 선물 ETN,16310.0,435.0,+2.74%,0.0,,,
1481.0,KBSTAR 글로벌메타버스Moorgate,9525.0,75.0,+0.79%,0.0,,,
1482.0,TRUE FTSE100 ETN,16190.0,290.0,+1.82%,0.0,,,
1483.0,KB 레버리지 항셍테크 선물 ETN(H) B,16145.0,370.0,+2.35%,0.0,,,
